10,000,000 (x,y) points
"gpu-1",95186819
"whole-1",99367110
"gpu-10",9410192
"whole-10",13607326
"gpu-100",6566264
"whole-100",10732616
"gpu-1000",5953562
"whole-1000",10112355
"gpu-10000",5924469
"whole-10000",10106317
